iteration,position,value
166,127,0.39974
169,3,0.54948
169,9,0.47613
169,15,0.3776
169,21,0.32335
169,27,0.28385
169,33,0.29688
169,39,0.33681
169,45,0.39844
169,51,0.38672
169,57,0.35981
169,63,0.30642
169,69,0.2947
169,75,0.2743
169,81,0.27647
169,87,0.30599
169,93,0.28906
169,99,0.31293
169,105,0.34115
169,111,0.35764
169,117,0.36415
169,123,0.3559
169,127,0.37109
172,3,0.49566
172,9,0.43663
172,15,0.39583
172,21,0.32118
172,27,0.29167
172,33,0.27344
172,39,0.30382
172,45,0.34158
172,51,0.36155
172,57,0.37543
172,63,0.33507
172,69,0.31337
172,75,0.31597
172,81,0.32856
172,87,0.31684
172,93,0.32292
172,99,0.32943
172,105,0.34592
172,111,0.35547
172,117,0.36241
172,123,0.36806
172,127,0.36979
175,3,0.47396
175,9,0.38585
175,15,0.35807
175,21,0.35069
175,27,0.26519
175,33,0.27778
175,39,0.31467
175,45,0.33116
175,51,0.34462
175,57,0.34332
175,63,0.32075
175,69,0.31337
175,75,0.29557
175,81,0.30903
175,87,0.33247
175,93,0.34852
175,99,0.34288
175,105,0.33854
175,111,0.32943
175,117,0.30729
175,123,0.30729
175,127,0.3164
178,3,0.58767
178,9,0.51476
178,15,0.38194
178,21,0.34071
178,27,0.30035
178,33,0.27604
178,39,0.30773
178,45,0.35373
178,51,0.36589
178,57,0.3572
178,63,0.34636
178,69,0.33854
178,75,0.34679
178,81,0.36198
178,87,0.37153
178,93,0.40842
178,99,0.42101
178,105,0.40104
178,111,0.42708
178,117,0.4401
178,123,0.45616
178,127,0.45443
181,3,0.59549
181,9,0.51563
181,15,0.37413
181,21,0.2908
181,27,0.28559
181,33,0.27214
181,39,0.30252
181,45,0.3303
181,51,0.37326
181,57,0.37066
181,63,0.35286
181,69,0.33377
181,75,0.32031
181,81,0.3112
181,87,0.33029
181,93,0.32595
181,99,0.30339
181,105,0.32595
181,111,0.352
181,117,0.36806
181,123,0.40148
181,127,0.40104
184,3,0.46658
184,9,0.38976
184,15,0.33594
184,21,0.30599
184,27,0.2895
184,33,0.26476
184,39,0.26519
184,45,0.29905
184,51,0.32769
184,57,0.32986
184,63,0.32465
184,69,0.32943
184,75,0.35026
184,81,0.32422
184,87,0.3329
184,93,0.32379
184,99,0.32726
184,105,0.33073
184,111,0.34202
184,117,0.3316
184,123,0.32682
184,127,0.30469
187,3,0.5
187,9,0.42839
187,15,0.37457
187,21,0.33637
187,27,0.2921
187,33,0.27995
187,39,0.24696
187,45,0.29514
187,51,0.30122
187,57,0.31033
187,63,0.32552
187,69,0.34462
187,75,0.32118
187,81,0.30295
187,87,0.29991
187,93,0.28603
187,99,0.26823
187,105,0.25694
187,111,0.27951
187,117,0.26997
187,123,0.24219
187,127,0.23958
190,3,0.52127
190,9,0.48611
190,15,0.39931
190,21,0.30382
190,27,0.27648
190,33,0.2487
190,39,0.25651
190,45,0.28255
190,51,0.30512
190,57,0.32118
190,63,0.35503
190,69,0.34158
190,75,0.31814
190,81,0.31684
190,87,0.29253
190,93,0.28906
190,99,0.29036
190,105,0.27734
190,111,0.27648
190,117,0.27908
190,123,0.2921
190,127,0.26432
